,action,amount,assetPriceUSD,id,timestamp,txHash,pool,reserve_decimals,reserve_name,underlying_asset,to_id,user_id
0,RedeemUnderlying,100.0,1894.3684,17162223:21:0x2405f28b5d370fc5f91980a1a3d3ba8db848cdce6331b498a3437914e2f54cd9:51:51,1682898407,0x2405f28b5d370fc5f91980a1a3d3ba8db848cdce6331b498a3437914e2f54cd9,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd322a49006fc828f9b5b37ab215f99b4e5cab19c,0xd322a49006fc828f9b5b37ab215f99b4e5cab19c
1,RedeemUnderlying,34.0,0.0,17161936:78:0x5164376677c6fb5dfccae8d9a32a60c9158b52b290359fc27b726fba2b4eec1f:235:235,1682894939,0x5164376677c6fb5dfccae8d9a32a60c9158b52b290359fc27b726fba2b4eec1f,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Coinbase Wrapped Staked ETH,0xbe9895146f7af43049ca1c1ae358b0541ea49704,0xb4ab9ccc51d5e8532da753aa71aa0bdede948e63,0xb4ab9ccc51d5e8532da753aa71aa0bdede948e63
2,RedeemUnderlying,2500.0,1.00003367,17161927:144:0x6fbf9756296059a435128b755c710f8b7fc9bd79f21e4178b8a433528aed28c5:417:417,1682894831,0x6fbf9756296059a435128b755c710f8b7fc9bd79f21e4178b8a433528aed28c5,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,6,USD Coin,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x9901bac880caecad999e292811db9c1db3e86f8a,0x9901bac880caecad999e292811db9c1db3e86f8a
3,RedeemUnderlying,0.5,1893.00057,17161530:110:0xc900268b570f6f6ae26c6f5512414dbf23abf99e95254cbc2642ad6978a302d3:325:325,1682890019,0xc900268b570f6f6ae26c6f5512414dbf23abf99e95254cbc2642ad6978a302d3,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd322a49006fc828f9b5b37ab215f99b4e5cab19c,0xd322a49006fc828f9b5b37ab215f99b4e5cab19c
4,RedeemUnderlying,0.5,1893.00057,17161501:167:0xef5f6c32cdf154f943c0b4c79184a15b31b9a8a401033bbf3313939b93d1b740:524:524,1682889671,0xef5f6c32cdf154f943c0b4c79184a15b31b9a8a401033bbf3313939b93d1b740,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd322a49006fc828f9b5b37ab215f99b4e5cab19c,0xd322a49006fc828f9b5b37ab215f99b4e5cab19c
5,RedeemUnderlying,111.95367797036212,1893.00057,17161480:115:0x6a7216cf9cd56318a872935d126857e61bcb36aacca33da18fe45054e7e9a013:358:358,1682889419,0x6a7216cf9cd56318a872935d126857e61bcb36aacca33da18fe45054e7e9a013,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd322a49006fc828f9b5b37ab215f99b4e5cab19c,0xd322a49006fc828f9b5b37ab215f99b4e5cab19c
6,RedeemUnderlying,4000.1937653126975,1893.96477,17161320:96:0x5a0b4cc55e07541b1e88ae9b3c24cc3b929d62b035305912c5b1a7d9063bfaaf:225:225,1682887499,0x5a0b4cc55e07541b1e88ae9b3c24cc3b929d62b035305912c5b1a7d9063bfaaf,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd322a49006fc828f9b5b37ab215f99b4e5cab19c,0xd322a49006fc828f9b5b37ab215f99b4e5cab19c
7,RedeemUnderlying,87.5,1883.943075,17161246:99:0x3fb2f728078179c2af5ce7e8c842f1a7cf97d4febd28468c12d2d9a251e27731:221:221,1682886599,0x3fb2f728078179c2af5ce7e8c842f1a7cf97d4febd28468c12d2d9a251e27731,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd322a49006fc828f9b5b37ab215f99b4e5cab19c,0xd322a49006fc828f9b5b37ab215f99b4e5cab19c
8,RedeemUnderlying,32.06416858296511,1883.943075,17161206:139:0x80909f39db62cc2409b3ae72851c0550ee68b7fe2c4e77970ecd2edea5414441:319:319,1682886107,0x80909f39db62cc2409b3ae72851c0550ee68b7fe2c4e77970ecd2edea5414441,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1809f186d680f239420b56948c58f8dbbcdf1e18,0x1809f186d680f239420b56948c58f8dbbcdf1e18
9,RedeemUnderlying,20.0,1883.943075,17161166:300:0xa4e6b5274a534a4f5e214295fd56537ce505ef279ead84425dc6dae35850a544:584:584,1682885627,0xa4e6b5274a534a4f5e214295fd56537ce505ef279ead84425dc6dae35850a544,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd322a49006fc828f9b5b37ab215f99b4e5cab19c,0xd322a49006fc828f9b5b37ab215f99b4e5cab19c
10,RedeemUnderlying,5.047028256448692,1900.95145,17160952:137:0xdcd1979084de056e4eecdf43373fde2e9a62405feee0ef041bdd752eae88b9c9:281:281,1682883023,0xdcd1979084de056e4eecdf43373fde2e9a62405feee0ef041bdd752eae88b9c9,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd322a49006fc828f9b5b37ab215f99b4e5cab19c,0xd322a49006fc828f9b5b37ab215f99b4e5cab19c
11,RedeemUnderlying,100.0608685882062,1900.95145,17160939:105:0x53c5445258e61f3976be6b0e0690ef5620c46b7e6805d6c09ec01eba47bf8d3c:260:260,1682882855,0x53c5445258e61f3976be6b0e0690ef5620c46b7e6805d6c09ec01eba47bf8d3c,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xb06114b9997a4a16a078c4107d8eba74a869be4e,0xb06114b9997a4a16a078c4107d8eba74a869be4e
12,RedeemUnderlying,881.6388410732083,7.14113315,17160927:110:0xf4adfa1269da7b7749afdc7a0260d1e53652f6e7c6aa7cfb9752ad721b098836:367:367,1682882711,0xf4adfa1269da7b7749afdc7a0260d1e53652f6e7c6aa7cfb9752ad721b098836,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,ChainLink Token,0x514910771af9ca656af840dff83e8264ecf986ca,0x5d423a535c25fd2835e40cb14748c12cbe9de564,0x5d423a535c25fd2835e40cb14748c12cbe9de564
13,RedeemUnderlying,30171.223309,1.00003367,17160910:82:0xabfd1bcecf679e7032ff77480f7b478781e53f180e192ea61e67574e87065cef:188:188,1682882507,0xabfd1bcecf679e7032ff77480f7b478781e53f180e192ea61e67574e87065cef,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,6,USD Coin,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5d423a535c25fd2835e40cb14748c12cbe9de564,0x5d423a535c25fd2835e40cb14748c12cbe9de564
