,action,amount,assetPriceUSD,id,timestamp,txHash,pool,reserve_decimals,reserve_name,underlying_asset,to_id,user_id
0,RedeemUnderlying,1.0,1782.44,18251920:94:0x0e02a71fe328704085bf5d5667a6311e11a93c16503c79b3961123497f9cd070:213:213,1696117871,0x0e02a71fe328704085bf5d5667a6311e11a93c16503c79b3961123497f9cd070,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd322a49006fc828f9b5b37ab215f99b4e5cab19c,0xd322a49006fc828f9b5b37ab215f99b4e5cab19c
1,RedeemUnderlying,856262.100546,1.00014969,18251856:89:0xcb416097fa4c6d2077b7fdf88a76e12bc707dbd11dd4654443db0983f6ce5c02:194:194,1696117103,0xcb416097fa4c6d2077b7fdf88a76e12bc707dbd11dd4654443db0983f6ce5c02,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,6,USD Coin,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x15e7e224dcfa4dba59f342f01c70007b8a8f4aa0,0x15e7e224dcfa4dba59f342f01c70007b8a8f4aa0
2,RedeemUnderlying,0.0500252987532376,1782.44,18251841:77:0xa81ba2bf0c33e184dd9939d9fcdd58987e646f933f449ded1585538a060db277:204:204,1696116923,0xa81ba2bf0c33e184dd9939d9fcdd58987e646f933f449ded1585538a060db277,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x4523fc3ffc40f3ce1e7976f31f563d6a4efa60b5,0x4523fc3ffc40f3ce1e7976f31f563d6a4efa60b5
3,RedeemUnderlying,1.0,0.0,18251808:35:0x81d7d798cd3df0b8bfc7a29eb14439c9ea82d8f117f0b36f62dbc5545b7b8fe0:159:159,1696116527,0x81d7d798cd3df0b8bfc7a29eb14439c9ea82d8f117f0b36f62dbc5545b7b8fe0,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped liquid staked Ether 2.0,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0x78f8bd884c3d738b74b420540659c82f392820e0,0x78f8bd884c3d738b74b420540659c82f392820e0
4,RedeemUnderlying,16.0,0.0,18251666:103:0xaaff6e875978a62c848c836426b957bc04dd73fb16d3cacd2d606502d960c492:291:291,1696114823,0xaaff6e875978a62c848c836426b957bc04dd73fb16d3cacd2d606502d960c492,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped liquid staked Ether 2.0,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0x0215c140840b896e1e371525d1f70cefbd09aafa,0x0215c140840b896e1e371525d1f70cefbd09aafa
5,RedeemUnderlying,0.0100000046196838,1782.44,18251540:185:0x9921b8bd4ef212d221ca707c5d2bb88ae82dda189c46205ee082f157063da212:358:358,1696113311,0x9921b8bd4ef212d221ca707c5d2bb88ae82dda189c46205ee082f157063da212,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd322a49006fc828f9b5b37ab215f99b4e5cab19c,0xd322a49006fc828f9b5b37ab215f99b4e5cab19c
6,RedeemUnderlying,15.58,0.0,18251396:185:0xe77cb959f349c24bb826e7b080ae964c68292c1879bcc32ef54c9c1a377bc8ec:699:699,1696111571,0xe77cb959f349c24bb826e7b080ae964c68292c1879bcc32ef54c9c1a377bc8ec,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped liquid staked Ether 2.0,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0x0215c140840b896e1e371525d1f70cefbd09aafa,0x0215c140840b896e1e371525d1f70cefbd09aafa
7,RedeemUnderlying,4.600011831844785,1782.44,18251273:20:0x6b75a3c2c99fd537e56807c17f4c40220f7dd9b4262abcdbc4acadaa883f7ce7:247:247,1696110095,0x6b75a3c2c99fd537e56807c17f4c40220f7dd9b4262abcdbc4acadaa883f7ce7,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x02e7b8511831b1b02d9018215a0f8f500ea5c6b3,0x02e7b8511831b1b02d9018215a0f8f500ea5c6b3
8,RedeemUnderlying,3.593234645452679,0.0,18251267:42:0x93da7d2e4517ea05614c819d6d8e675be303417b164e00e0984aa1eeedb5bcda:265:265,1696110023,0x93da7d2e4517ea05614c819d6d8e675be303417b164e00e0984aa1eeedb5bcda,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped liquid staked Ether 2.0,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0x78f8bd884c3d738b74b420540659c82f392820e0,0x78f8bd884c3d738b74b420540659c82f392820e0
9,RedeemUnderlying,149.23017502635292,1782.44,18251231:2:0x124fe6f7b18b60d7d2281846b108a6b331d6c6e376158cecc722feaf0fef1694:51:51,1696109591,0x124fe6f7b18b60d7d2281846b108a6b331d6c6e376158cecc722feaf0fef1694,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x0000cd00001700b10049dfc947103e00e1c62683,0x0000cd00001700b10049dfc947103e00e1c62683
