,action,amount,assetPriceUSD,id,timestamp,txHash,useATokens,pool,repayer_id,reserve_decimals,reserve_name,underlying_asset,user_id
0,Repay,250242.661521,1.0002,18251943:47:0xb8ff51a8a46bab2257f13b2193d35650feeccc1a27b4355eb3fc208bdd0122d7:124:124,1696118147,0xb8ff51a8a46bab2257f13b2193d35650feeccc1a27b4355eb3fc208bdd0122d7,False,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0xf0cf6b2af598c1f2909e148cbc5f5cc7c27b878b,6,Tether USD,0xdac17f958d2ee523a2206206994597c13d831ec7,0xf0cf6b2af598c1f2909e148cbc5f5cc7c27b878b
1,Repay,0.3100296324705149,1782.44,18251914:89:0xfca936aef60962196495f65a181e652108549fc9e0e011099ba6d20b387a7657:176:176,1696117799,0xfca936aef60962196495f65a181e652108549fc9e0e011099ba6d20b387a7657,False,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0xd322a49006fc828f9b5b37ab215f99b4e5cab19c,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x0f37f7685c5e32463f9d96eb28117ca34bf1005f
2,Repay,310.02932637374647,1782.44,18251852:88:0x3adae09df3dbf30629f6d03b6c5999fe07d69476f83b8bd23f84e6dbb3d9c943:236:236,1696117055,0x3adae09df3dbf30629f6d03b6c5999fe07d69476f83b8bd23f84e6dbb3d9c943,False,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0xd322a49006fc828f9b5b37ab215f99b4e5cab19c,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x15e7e224dcfa4dba59f342f01c70007b8a8f4aa0
3,Repay,22624.218936,1.00014969,18251638:119:0x55c56d109d68da03e2e22471984f63b3278fba79652ee5d3887be51693ec6b1b:577:577,1696114487,0x55c56d109d68da03e2e22471984f63b3278fba79652ee5d3887be51693ec6b1b,False,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x0215c140840b896e1e371525d1f70cefbd09aafa,6,USD Coin,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x0215c140840b896e1e371525d1f70cefbd09aafa
4,Repay,0.007000001617291,1782.44,18251522:77:0x6dd08266cc38fe163acccc987447f49f6e31b13466531bccd67002b6924fda73:204:204,1696113095,0x6dd08266cc38fe163acccc987447f49f6e31b13466531bccd67002b6924fda73,False,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0xd322a49006fc828f9b5b37ab215f99b4e5cab19c,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x79ea35b44ab7210b469e906f4ee7bdd27dea65b3
5,Repay,4.000823874349334,0.0,18251273:20:0x6b75a3c2c99fd537e56807c17f4c40220f7dd9b4262abcdbc4acadaa883f7ce7:273:273,1696110095,0x6b75a3c2c99fd537e56807c17f4c40220f7dd9b4262abcdbc4acadaa883f7ce7,False,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x02e7b8511831b1b02d9018215a0f8f500ea5c6b3,18,Wrapped liquid staked Ether 2.0,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0xfa23a76a864b8108a8b04035e9eee8c4c682d11b
6,Repay,8669.572048,1.00014969,18251242:28:0x9bcdf7f1a59c6822ef0bdaf2c3344f99f4a3f1e8ce0202db0ad607f693f8610f:155:155,1696109723,0x9bcdf7f1a59c6822ef0bdaf2c3344f99f4a3f1e8ce0202db0ad607f693f8610f,False,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x8f30adaa6950b31f675bf8a709bc23f55aa24735,6,USD Coin,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x64ea4455dd8cc3e3912f87a6c09caee8f04a11da
7,Repay,201843.068075,1.00014969,18251231:2:0x124fe6f7b18b60d7d2281846b108a6b331d6c6e376158cecc722feaf0fef1694:45:45,1696109591,0x124fe6f7b18b60d7d2281846b108a6b331d6c6e376158cecc722feaf0fef1694,False,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x0000cd00001700b10049dfc947103e00e1c62683,6,USD Coin,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x0000cd00001700b10049dfc947103e00e1c62683
8,Repay,1061.600231,1.0002,18251125:91:0x7fd9ee3c4c244636790f0f129f4d48db4d190432b72f36dfdb15604af113f957:1081:1081,1696108319,0x7fd9ee3c4c244636790f0f129f4d48db4d190432b72f36dfdb15604af113f957,False,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x2b127d25340a927848d17832ca8a3eb8f257de05,6,Tether USD,0xdac17f958d2ee523a2206206994597c13d831ec7,0x2b127d25340a927848d17832ca8a3eb8f257de05
9,Repay,59.65,1782.44,18251094:53:0x3b5ac3f598d8954aa61b0a7b4d43de774f15734a2995ee76c2754884a5453126:91:91,1696107947,0x3b5ac3f598d8954aa61b0a7b4d43de774f15734a2995ee76c2754884a5453126,False,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0xd322a49006fc828f9b5b37ab215f99b4e5cab19c,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2eff1def3299e0a96c37406e6c4f0261ec29b805
