,action,amount,assetPriceUSD,id,timestamp,txHash,caller_id,pool,reserve_decimals,reserve_name,underlying_asset,user_id
0,Supply,3.38505225,0.0,16530236:10:0x07b7905d9618c6af186c0e2cf1be3dee4376787d9b26f0a1ceef9504e7f68efc:17:17,1675209467,0x07b7905d9618c6af186c0e2cf1be3dee4376787d9b26f0a1ceef9504e7f68efc,0xe9859486e8c8f1493c3056fd1d0c442a3375f074,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,8,Wrapped BTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xe9859486e8c8f1493c3056fd1d0c442a3375f074
1,Supply,29.682567,1.0002872,16530225:47:0xe44c1da6c7090923acaac83a34cedc92f391a42af8e500a27f3db8e562fbc6e1:89:89,1675209335,0xe44c1da6c7090923acaac83a34cedc92f391a42af8e500a27f3db8e562fbc6e1,0x5eceb89696a15c1dcd608ca9cfa1be731874728b,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,6,USD Coin,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5eceb89696a15c1dcd608ca9cfa1be731874728b
2,Supply,5000.0,6.96585374,16530211:154:0xa5278c3edfcd8d1c88fa5dc80e6fccff04609b299020cf3262e58d4be96952d4:385:385,1675209167,0xa5278c3edfcd8d1c88fa5dc80e6fccff04609b299020cf3262e58d4be96952d4,0x4e58b97ce2c9a687ff6df2ba7f8f7217ad44327d,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,ChainLink Token,0x514910771af9ca656af840dff83e8264ecf986ca,0x4e58b97ce2c9a687ff6df2ba7f8f7217ad44327d
3,Supply,10000.0,6.96585374,16530197:71:0x6c6f82ff47a236ff0e0169629a086745269cdccc63be547beea31ddb4b6d4f96:302:302,1675208999,0x6c6f82ff47a236ff0e0169629a086745269cdccc63be547beea31ddb4b6d4f96,0x4e58b97ce2c9a687ff6df2ba7f8f7217ad44327d,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,ChainLink Token,0x514910771af9ca656af840dff83e8264ecf986ca,0x4e58b97ce2c9a687ff6df2ba7f8f7217ad44327d
4,Supply,15.495273011628976,1585.19792,16530171:116:0x8b96a0a36e066c45e3b226ab9ad04a5ff2f5148aa1c8b25d240a4da7b6a9f519:237:237,1675208687,0x8b96a0a36e066c45e3b226ab9ad04a5ff2f5148aa1c8b25d240a4da7b6a9f519,0xb748952c7bc638f31775245964707bcc5ddfabfc,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x7fbb74ddabaa00d5c81277bbc0653c47005aa8f9
5,Supply,1.3,1585.19792,16530161:91:0xd586a12dd958c680dfe1755b4fdbc2831ac55dacb45b4ef47863c890dfd0d816:140:140,1675208567,0xd586a12dd958c680dfe1755b4fdbc2831ac55dacb45b4ef47863c890dfd0d816,0xd322a49006fc828f9b5b37ab215f99b4e5cab19c,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc0264f33b7f2d12703fd3da1b9c2a87d922dcd08
6,Supply,1.2,1585.19792,16530160:141:0xf20e11eb4e0236213b12bd07ef9f08c4f5d195ecf5e4076d3cced78adf941133:608:608,1675208555,0xf20e11eb4e0236213b12bd07ef9f08c4f5d195ecf5e4076d3cced78adf941133,0xd322a49006fc828f9b5b37ab215f99b4e5cab19c,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xb1aa02625595619952ee2ea7943923f04cd60183
7,Supply,3.5,1575.325,16529858:111:0x359d5468e754b0df48987f6410a27c551abebde26699916481cdbe5b4e4e832a:224:224,1675204919,0x359d5468e754b0df48987f6410a27c551abebde26699916481cdbe5b4e4e832a,0xd322a49006fc828f9b5b37ab215f99b4e5cab19c,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x55e1602c77e762742d69dbc57ee5f016db83f2d5
8,Supply,4.0,1575.325,16529822:145:0x5ad9f504dbb396e15d9be4d7dc9c4979de011c44676743e2e66395a27dc638b6:273:273,1675204475,0x5ad9f504dbb396e15d9be4d7dc9c4979de011c44676743e2e66395a27dc638b6,0xd322a49006fc828f9b5b37ab215f99b4e5cab19c,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1302c202ef727fd656cb6356ef6e8b3aab64aa58
9,Supply,64.75,1573.70022,16529528:180:0xd551b0588e7d009e4ee5d89cb8300235028cfc0b7f55429ca1fe99b03808319f:445:445,1675200887,0xd551b0588e7d009e4ee5d89cb8300235028cfc0b7f55429ca1fe99b03808319f,0xd322a49006fc828f9b5b37ab215f99b4e5cab19c,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xefef171df3d8864c2d8705768096fd5a0eb2b247
10,Supply,82.10942739422725,1573.70022,16529514:94:0xe9c9a11cb52d07585ea283f402ee7c39ca3e49aa9569e0367aa5f359102c8866:269:269,1675200719,0xe9c9a11cb52d07585ea283f402ee7c39ca3e49aa9569e0367aa5f359102c8866,0xb748952c7bc638f31775245964707bcc5ddfabfc,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xefef171df3d8864c2d8705768096fd5a0eb2b247
11,Supply,3.0015054349124557,1590.76405153,16529407:105:0x6d9a516a96b60ef71b9b0e256f8cf576555802c704c67f51960fb95ff3f1c71c:321:321,1675199423,0x6d9a516a96b60ef71b9b0e256f8cf576555802c704c67f51960fb95ff3f1c71c,0xb748952c7bc638f31775245964707bcc5ddfabfc,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x3b282fa340b69df6b83fcd3858f74141143a864b
12,Supply,4.596577740255814,0.0,16529407:105:0x6d9a516a96b60ef71b9b0e256f8cf576555802c704c67f51960fb95ff3f1c71c:302:302,1675199423,0x6d9a516a96b60ef71b9b0e256f8cf576555802c704c67f51960fb95ff3f1c71c,0xb748952c7bc638f31775245964707bcc5ddfabfc,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped liquid staked Ether 2.0,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0x3b282fa340b69df6b83fcd3858f74141143a864b
13,Supply,0.07,1589.805,16529286:53:0x998fc4a75f9ebde8d2401e67e4a851d8a931363e811f4efcfdf19410c7aa3d4e:74:74,1675197971,0x998fc4a75f9ebde8d2401e67e4a851d8a931363e811f4efcfdf19410c7aa3d4e,0xd322a49006fc828f9b5b37ab215f99b4e5cab19c,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xac79cfddf0db5451873a48fa273bc14f753de135
14,Supply,85000.0,1.0002872,16529265:93:0x177a00587a505b3bbd967ee4c1e4653f1ccb93c191fa3e6315d3d1215432cf60:213:213,1675197707,0x177a00587a505b3bbd967ee4c1e4653f1ccb93c191fa3e6315d3d1215432cf60,0x7b92a37fed8daf82aa2cd04810e7d6c13b5e8e64,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,6,USD Coin,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x7b92a37fed8daf82aa2cd04810e7d6c13b5e8e64
15,Supply,0.420370960744838,0.0,16529223:98:0xf71db478a53a3b3f79d07f66b711adaa4a4dbfb41c70c29979bacb00be75edb8:481:481,1675197203,0xf71db478a53a3b3f79d07f66b711adaa4a4dbfb41c70c29979bacb00be75edb8,0xb5bfb68b2f40d211338bd5955e2733b9990ecdc9,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped liquid staked Ether 2.0,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0xb5bfb68b2f40d211338bd5955e2733b9990ecdc9
16,Supply,4.481256472447469,1597.80767,16529161:83:0x78619f7c62e2e6a1d1c566e0151a77c0e2c923574697c0913045a20fc5a92773:138:138,1675196459,0x78619f7c62e2e6a1d1c566e0151a77c0e2c923574697c0913045a20fc5a92773,0xd322a49006fc828f9b5b37ab215f99b4e5cab19c,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xdfb3bcd6169bc192d5e23d87b6f7a1171525b9d4
17,Supply,0.4818455,0.0,16529116:94:0x2dd065a3a3aae32775aedb45923cb5b27a11088d4deb7cc97c520671508ec9de:183:183,1675195919,0x2dd065a3a3aae32775aedb45923cb5b27a11088d4deb7cc97c520671508ec9de,0xb5bfb68b2f40d211338bd5955e2733b9990ecdc9,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped liquid staked Ether 2.0,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0xb5bfb68b2f40d211338bd5955e2733b9990ecdc9
18,Supply,28.037843259202443,1597.80767,16529052:25:0x149ad7b3f5179ccaf827b9a625d4879f86d0a7a774c0ea68ecaff5e86bf0d59a:40:40,1675195151,0x149ad7b3f5179ccaf827b9a625d4879f86d0a7a774c0ea68ecaff5e86bf0d59a,0xb748952c7bc638f31775245964707bcc5ddfabfc,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe18f8501c19296bc929815b125d9b338a0049ff7
19,Supply,6.343988428287551,0.0,16529028:134:0xfc6b55cec18038d2e8541b3f391fd0d6720e06d6d93b35697ec317063ae8673b:319:319,1675194863,0xfc6b55cec18038d2e8541b3f391fd0d6720e06d6d93b35697ec317063ae8673b,0xb5bfb68b2f40d211338bd5955e2733b9990ecdc9,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped liquid staked Ether 2.0,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0xb5bfb68b2f40d211338bd5955e2733b9990ecdc9
