,action,borrowAssetPriceUSD,collateralAmount,collateralAssetPriceUSD,id,liquidator,principalAmount,timestamp,txHash,collateral_reserve_decimals,collateral_reserve_name,collateralReserve.underlyingAsset,pool,principal_reserve_decimals,principal_reserve_name,principalReserve.underlyingAsset,user_id
0,LiquidationCall,0.0,1.6342303867750112,1782.44,19129033:1:0xf460889d3bfd9213082d7b076b75ac221cce04cdb4d20bd40cfed506ef997f9c:18:18,0x6fb323bc0a1c0e5991bfc2088b02b6185d8d4232,1.3533436668841772,1706735195,0xf460889d3bfd9213082d7b076b75ac221cce04cdb4d20bd40cfed506ef997f9c,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped liquid staked Ether 2.0,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0xf01601b1486748097af3dd505a151e0d7cb76809
1,LiquidationCall,0.0,15.916071203828812,0.0,19128494:1:0x54935f365104fd4283de6947c7ae8f6e43fdc7c4e74c0830dbea81e595069a4f:23:23,0x6fb323bc0a1c0e5991bfc2088b02b6185d8d4232,40526.27060055921,1706728715,0x54935f365104fd4283de6947c7ae8f6e43fdc7c4e74c0830dbea81e595069a4f,18,Wrapped liquid staked Ether 2.0,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Gho Token,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,0x17b70d5d0e03d6e595a74155682e23a6d7dbcc14
2,LiquidationCall,1.00009161,0.9540728547179056,1782.44,19125707:52:0xab28d34ee5bdec0fb987d48be8ad5f2e4323918dc3ec7db04f1a47d96f321510:104:104,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,2118.938345,1706694947,0xab28d34ee5bdec0fb987d48be8ad5f2e4323918dc3ec7db04f1a47d96f321510,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,6,USD Coin,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc616ed348b69ea8e29b324de1160eb80a7d36fd8
3,LiquidationCall,6.32194,1.992575439938948,1782.44,19114684:5:0x053cbc780eb4e4f8fd10d19e54533c3814740ca107c7aeacb960e26fa37d80db:42:42,0x681d0d7196a036661b354fa2a7e3b73c2adc43ec,292.6755006778917,1706561567,0x053cbc780eb4e4f8fd10d19e54533c3814740ca107c7aeacb960e26fa37d80db,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,ChainLink Token,0x514910771af9ca656af840dff83e8264ecf986ca,0x37ffe93c07b80062454dcca32c4c0971956ab0bd
4,LiquidationCall,19.07032823,0.00581193,0.0,19110253:7:0x9a4fd5a6999524173d37ec3e3d322ef5e2e62cbe8a65203a744f6c5fa1de207f:69:69,0x681d0d7196a036661b354fa2a7e3b73c2adc43ec,12.25901516232144,1706507963,0x9a4fd5a6999524173d37ec3e3d322ef5e2e62cbe8a65203a744f6c5fa1de207f,8,Wrapped BTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Ethereum Name Service,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,0x210f9bc57750235eac247eb0a29f56788b833702
5,LiquidationCall,1782.44,4.81465607,0.0,19091927:1:0x31cec61f22bed870c3db174a0de22dbe99010b9a0c032121e4b9044531014f0b:18:18,0x681d0d7196a036661b354fa2a7e3b73c2adc43ec,84.00724357608283,1706285999,0x31cec61f22bed870c3db174a0de22dbe99010b9a0c032121e4b9044531014f0b,8,Wrapped BTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x9ceb3c99cc31e95438c63b27a59f185fc3517222
6,LiquidationCall,1.00025,0.190159846727689,1782.44,19089126:114:0x0c8cd81b9c93fdad31050a1235f485231c0848d366c6010de71994bfd4d86bb9:233:233,0x681d0d7196a036661b354fa2a7e3b73c2adc43ec,402.160437,1706252099,0x0c8cd81b9c93fdad31050a1235f485231c0848d366c6010de71994bfd4d86bb9,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,6,USD Coin,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xdb7c0612c02bc1a91c85b32acc5c57ea11220de3
7,LiquidationCall,0.0,336.9461688609224,1782.44,19084604:1:0x3aa0f3e05df1dcc99bd0c717fb8c466132008618b299672c6123b983fa7f5e16:20:20,0x5c5c1776c16ef823e6582dd2747018ca5638e972,705574.0746433866,1706197451,0x3aa0f3e05df1dcc99bd0c717fb8c466132008618b299672c6123b983fa7f5e16,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Gho Token,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,0x0c008e6479a83be6a6c49d95c2029a6064136688
8,LiquidationCall,0.0,3076.480822483977,6.32194,19082595:1:0x3c581e6d67bb09a2790a176682324d774ca18fb9dc4ba5877dae62b95781f751:20:20,0x5c5c1776c16ef823e6582dd2747018ca5638e972,40338.81775995266,1706173235,0x3c581e6d67bb09a2790a176682324d774ca18fb9dc4ba5877dae62b95781f751,18,ChainLink Token,0x514910771af9ca656af840dff83e8264ecf986ca,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Gho Token,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,0x4a8b9e2c2940fdd39aceb384654dc59acb58c337
9,LiquidationCall,1.000049,0.0891949509300443,1782.44,19074360:11:0x026d69b4d6da80e32d7b5fc82bfaa7ad2c4718cbf7118d184bd2bcba54374eab:90:90,0x681d0d7196a036661b354fa2a7e3b73c2adc43ec,188.967911,1706073395,0x026d69b4d6da80e32d7b5fc82bfaa7ad2c4718cbf7118d184bd2bcba54374eab,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,6,USD Coin,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x1602f175ef0afed7aa9f4e17d4044ca4d5732170
