,action,amount,assetPriceUSD,id,timestamp,txHash,pool,reserve_decimals,reserve_name,underlying_asset,to_id,user_id
0,RedeemUnderlying,1.042499959544781,1782.44,19771555:147:0x5d7cc99a92c5b73d80f71851b3334a70227243c71558b038fe9f0fe001bc2ba0:259:259,1714521551,0x5d7cc99a92c5b73d80f71851b3334a70227243c71558b038fe9f0fe001bc2ba0,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe6fc6a67607efe4c44224c16be190980779f2dc1,0xe6fc6a67607efe4c44224c16be190980779f2dc1
1,RedeemUnderlying,14530.021736,0.99999942,19771414:158:0xd7e4e5099181d70e2ccad5cee7fa1546985331a24d2595a21c2e4dc8e2652ca4:156:156,1714519847,0xd7e4e5099181d70e2ccad5cee7fa1546985331a24d2595a21c2e4dc8e2652ca4,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,6,USD Coin,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xcf2ed34972a7c7cc9f1b656fc97efcf43f907eef,0xcf2ed34972a7c7cc9f1b656fc97efcf43f907eef
2,RedeemUnderlying,0.83302964,0.0,19771366:1:0x0495020500180016ecae1e8e34ea03a15329a32fd82a7f52e9e9d46dcfdb7279:15:15,1714519271,0x0495020500180016ecae1e8e34ea03a15329a32fd82a7f52e9e9d46dcfdb7279,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,8,Wrapped BTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x02e7b8511831b1b02d9018215a0f8f500ea5c6b3,0x02e7b8511831b1b02d9018215a0f8f500ea5c6b3
3,RedeemUnderlying,10.99593706,0.0,19771361:51:0xf5df3ed72486d9f0d9e3e2a6d832407987f8419610e5693479368082f05bf18b:76:76,1714519211,0xf5df3ed72486d9f0d9e3e2a6d832407987f8419610e5693479368082f05bf18b,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,8,Wrapped BTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xadc0a53095a0af87f3aa29fe0715b5c28016364e,0xadc0a53095a0af87f3aa29fe0715b5c28016364e
4,RedeemUnderlying,0.5316928,0.0,19771343:59:0xf9a9f3a4a0f69475cbdb3db9803c69a6ffe6f3ee09eae884dde03334f89fcbbe:238:238,1714518995,0xf9a9f3a4a0f69475cbdb3db9803c69a6ffe6f3ee09eae884dde03334f89fcbbe,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,8,Wrapped BTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x6cbf7fe77c04fdcc25f4d8fd4218bb602cefc1d3,0x6cbf7fe77c04fdcc25f4d8fd4218bb602cefc1d3
5,RedeemUnderlying,6.367430319087407,1782.44,19771341:58:0x51dc93e81cd08084047c02bbb5689ad2e46932d5a4da78d0e9a61f3999bceb76:212:212,1714518971,0x51dc93e81cd08084047c02bbb5689ad2e46932d5a4da78d0e9a61f3999bceb76,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x893411580e590d62ddbca8a703d61cc4a8c7b2b9,0x893411580e590d62ddbca8a703d61cc4a8c7b2b9
6,RedeemUnderlying,0.83348683,0.0,19771336:162:0x0352088930667bd2abc6b1a398a0772d2e9c0698481c3c9f7f3ca9a0420e8768:275:275,1714518911,0x0352088930667bd2abc6b1a398a0772d2e9c0698481c3c9f7f3ca9a0420e8768,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,8,Wrapped BTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x02e7b8511831b1b02d9018215a0f8f500ea5c6b3,0x02e7b8511831b1b02d9018215a0f8f500ea5c6b3
7,RedeemUnderlying,50.02,1782.44,19771329:195:0x81133e778707c887d8e0476e50fcddd90471f7c6ac8cb9f0eb3ddba846376ec9:243:243,1714518827,0x81133e778707c887d8e0476e50fcddd90471f7c6ac8cb9f0eb3ddba846376ec9,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x893411580e590d62ddbca8a703d61cc4a8c7b2b9,0x893411580e590d62ddbca8a703d61cc4a8c7b2b9
8,RedeemUnderlying,614.4918369157241,0.40955576,19771324:210:0x994ccb767aa714d0e5b4e5d10a40b22a12f2469375d5b0a82cfb6438d96fbf84:411:411,1714518767,0x994ccb767aa714d0e5b4e5d10a40b22a12f2469375d5b0a82cfb6438d96fbf84,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Curve DAO Token,0xd533a949740bb3306d119cc777fa900ba034cd52,0x02e7b8511831b1b02d9018215a0f8f500ea5c6b3,0x02e7b8511831b1b02d9018215a0f8f500ea5c6b3
9,RedeemUnderlying,100.00000116402232,0.0,19771302:152:0x34c16fccdf996f3a4771c602e653ef1a9f69d1cdeba7f47c00bef6b6612cb5e1:166:166,1714518503,0x34c16fccdf996f3a4771c602e653ef1a9f69d1cdeba7f47c00bef6b6612cb5e1,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped liquid staked Ether 2.0,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0x217d056f12b281659b5697a828c4b01f312a9f26,0x217d056f12b281659b5697a828c4b01f312a9f26
