,action,amount,assetPriceUSD,id,timestamp,txHash,caller_id,pool,reserve_decimals,reserve_name,underlying_asset,user_id
0,Supply,4.0,1782.44,19336589:135:0x418faf08e207d903251836c1b05955d822c9315ae3261262ecdc71446cab8401:335:335,1709250995,0x418faf08e207d903251836c1b05955d822c9315ae3261262ecdc71446cab8401,0x893411580e590d62ddbca8a703d61cc4a8c7b2b9,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x4ec108cc274dc8495d35b3b8e42e570c209d5eac
1,Supply,2602.45455465964,6.32194,19336581:184:0x09d0e6d4987fc70ae1e61e37cdc7e39dee25725289cd60777da6d3bd144f9fae:340:340,1709250899,0x09d0e6d4987fc70ae1e61e37cdc7e39dee25725289cd60777da6d3bd144f9fae,0xfa811980282df5f506474a187cfbff449092e2c1,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,ChainLink Token,0x514910771af9ca656af840dff83e8264ecf986ca,0xfa811980282df5f506474a187cfbff449092e2c1
2,Supply,301975.22534,0.999903,19336578:1:0xdd5c7d13410b55dbe5024f0e68363d986bb721ad336bfc6adc0943a4bab1b816:51:51,1709250851,0xdd5c7d13410b55dbe5024f0e68363d986bb721ad336bfc6adc0943a4bab1b816,0xadc0a53095a0af87f3aa29fe0715b5c28016364e,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,6,USD Coin,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xf212ce21a97dbe30999a4c2b309d278bccbb686a
3,Supply,21.21,1782.44,19336570:51:0x5324aeff28debdd3155a8b7c162b454aa5218aa0f23bf23c748b6bc6ba2d80cd:194:194,1709250755,0x5324aeff28debdd3155a8b7c162b454aa5218aa0f23bf23c748b6bc6ba2d80cd,0x893411580e590d62ddbca8a703d61cc4a8c7b2b9,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xfa811980282df5f506474a187cfbff449092e2c1
4,Supply,94822.39467,0.999903,19336548:182:0xaff69a5b8cf3cae638c74baf86bdce201e4cf24d3b40746002d816ecb6cf75c5:309:309,1709250491,0xaff69a5b8cf3cae638c74baf86bdce201e4cf24d3b40746002d816ecb6cf75c5,0x038543bc4773a10f712e26507ef9ccda06f676ad,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,6,USD Coin,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x038543bc4773a10f712e26507ef9ccda06f676ad
5,Supply,3000.0,1782.44,19336546:130:0x73b66222f0af008301a396ea10b6baaf269d5d827b98e93401a7bf1e39c82247:376:376,1709250467,0x73b66222f0af008301a396ea10b6baaf269d5d827b98e93401a7bf1e39c82247,0x893411580e590d62ddbca8a703d61cc4a8c7b2b9,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5c2da75eaf18cdbe6b7151dd4e2c3bfe0b3fbd1b
6,Supply,2.27505669,0.0,19336524:325:0x0f46306a1667f2e67ea83630931bb6af11f91ee6f77408011ff4dbf6f081b6aa:469:469,1709250203,0x0f46306a1667f2e67ea83630931bb6af11f91ee6f77408011ff4dbf6f081b6aa,0xf212ce21a97dbe30999a4c2b309d278bccbb686a,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,8,Wrapped BTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xf212ce21a97dbe30999a4c2b309d278bccbb686a
7,Supply,0.06,1782.44,19336524:307:0x2923d4f0fe0234dfe5d503672e4eafb398094905a96a3246b6380b5c662b39a2:452:452,1709250203,0x2923d4f0fe0234dfe5d503672e4eafb398094905a96a3246b6380b5c662b39a2,0x893411580e590d62ddbca8a703d61cc4a8c7b2b9,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x62594d6d6538d5fe28f6dde5540e4d642302aa80
8,Supply,3.24644195,0.0,19336513:64:0xa78ea14f2a54b8776d8423a2b121652836337ba50a3a04659631375e8ef435b8:203:203,1709250071,0xa78ea14f2a54b8776d8423a2b121652836337ba50a3a04659631375e8ef435b8,0xf212ce21a97dbe30999a4c2b309d278bccbb686a,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,8,Wrapped BTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xf212ce21a97dbe30999a4c2b309d278bccbb686a
9,Supply,4.97502524,0.0,19336505:77:0xd300b2af31044fd0fe3f4b542d7ee422ba30eee8427253a05b377c596a277fcd:138:138,1709249975,0xd300b2af31044fd0fe3f4b542d7ee422ba30eee8427253a05b377c596a277fcd,0xf212ce21a97dbe30999a4c2b309d278bccbb686a,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,8,Wrapped BTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xf212ce21a97dbe30999a4c2b309d278bccbb686a
10,Supply,10.47,1782.44,19336453:56:0x90a4d4de43237d6766bdd3754d46663d262b4c62e7d15787f97d65816fcfa033:150:150,1709249351,0x90a4d4de43237d6766bdd3754d46663d262b4c62e7d15787f97d65816fcfa033,0x893411580e590d62ddbca8a703d61cc4a8c7b2b9,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x92e1cad3eb68ddd84d424f971502e1889374c71f
11,Supply,2154720.448551,0.999903,19336420:97:0x537539811fb66f1b78305d75480d26348f765712caf169d023f7d10e9618ccc3:362:362,1709248955,0x537539811fb66f1b78305d75480d26348f765712caf169d023f7d10e9618ccc3,0x7817c4100e8e51c147c7b7eac1259abbdf47e7f0,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,6,USD Coin,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x7817c4100e8e51c147c7b7eac1259abbdf47e7f0
12,Supply,315.08312604080254,6.32194,19336401:241:0x088ce1baf042ea9e89e299b91a32a0d7e3ffbe1d6b12527f5d84c51c20b0c1e8:613:613,1709248727,0x088ce1baf042ea9e89e299b91a32a0d7e3ffbe1d6b12527f5d84c51c20b0c1e8,0xadc0a53095a0af87f3aa29fe0715b5c28016364e,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,ChainLink Token,0x514910771af9ca656af840dff83e8264ecf986ca,0xa187c471c16894c331787d13a74ae663e3ef1e5e
13,Supply,157.73593536445352,1782.44,19336349:148:0xf4b177139585c006d3c225f4913d270b9e2dcd2e3a0cbe8a14ab8b816ff07079:320:320,1709248103,0xf4b177139585c006d3c225f4913d270b9e2dcd2e3a0cbe8a14ab8b816ff07079,0x893411580e590d62ddbca8a703d61cc4a8c7b2b9,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,18,Wrapped Ether,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x7de07bb8a43c1953a019906cf2c8287dae478be9
14,Supply,1.96615458,0.0,19336303:250:0xdc0a2b724ab7fb70fe401ed0fe78b6ed2c5a7811e18b4efbffdaf78bfbad9dea:435:435,1709247551,0xdc0a2b724ab7fb70fe401ed0fe78b6ed2c5a7811e18b4efbffdaf78bfbad9dea,0x1928f05145d33325fd53834135e29db204616eb9,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,8,Wrapped BTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x1928f05145d33325fd53834135e29db204616eb9
