,blockNumber,timestamp_hours,id,inputTokenPriceUSD,outputTokenPriceUSD,snapshot_timestamp,reserve_name,protocol_name,protocol,datetime
0,19129888,474095,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5cef3b0700,1.00009161,,1706745599,USD Coin,Aave v3,Aave,2024-01-31 23:00:00+00:00
1,19129888,474095,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e8ef3b0700,2283.1413,,1706745599,Wrapped Ether,Aave v3,Aave,2024-01-31 23:00:00+00:00
2,19129888,474095,0x23878914efe38d27c4d67ab83ed1b93a74d4086aef3b0700,0.99933402,,1706745599,Tether USD,Aave v3,Aave,2024-01-31 23:00:00+00:00
3,19129857,474095,0x5ee5bf7ae06d1be5997a1a72006fe6c607ec6de8ef3b0700,42553.27941945,,1706745215,Wrapped BTC,Aave v3,Aave,2024-01-31 23:00:00+00:00
4,19129834,474095,0x018008bfb33d285247a21d44e50697654f754e63ef3b0700,0.99976427,,1706744939,Dai Stablecoin,Aave v3,Aave,2024-01-31 23:00:00+00:00
5,19129726,474095,0x5e8c8a7243651db1384c0ddfdbe39761e8e7e51aef3b0700,15.26464056,,1706743619,ChainLink Token,Aave v3,Aave,2024-01-31 23:00:00+00:00
6,19129722,474095,0xcc9ee9483f662091a1de4795249e24ac0ac2630fef3b0700,2506.69873145,,1706743571,Rocket Pool ETH,Aave v3,Aave,2024-01-31 23:00:00+00:00
7,19129638,474095,0x00907f9921424583e7ffbfedf84f92b7b2be4977ef3b0700,1.0,,1706742539,Gho Token,Aave v3,Aave,2024-01-31 23:00:00+00:00
8,19129623,474095,0xa700b4eb416be35b2911fd5dee80678ff64ff6c9ef3b0700,86.20879744,,1706742359,Aave Token,Aave v3,Aave,2024-01-31 23:00:00+00:00
9,19129610,474095,0x8a458a9dc9048e005d22849f470891b840296619ef3b0700,1952.04129828,,1706742203,Maker,Aave v3,Aave,2024-01-31 23:00:00+00:00
