,blockNumber,timestamp_hours,id,inputTokenPriceUSD,outputTokenPriceUSD,snapshot_timestamp,reserve_name,protocol_name,protocol,datetime
0,17162232,467471,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c0f220700,1.00003367,,1682898527,USD Coin,Aave v3,Aave,2023-04-30 23:00:00+00:00
1,17162223,467471,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e80f220700,1894.3684,,1682898407,Wrapped Ether,Aave v3,Aave,2023-04-30 23:00:00+00:00
2,17162155,467471,0x5ee5bf7ae06d1be5997a1a72006fe6c607ec6de80f220700,29399.07005012,,1682897579,Wrapped BTC,Aave v3,Aave,2023-04-30 23:00:00+00:00
3,17162145,467471,0x23878914efe38d27c4d67ab83ed1b93a74d4086a0f220700,1.00040591,,1682897459,Tether USD,Aave v3,Aave,2023-04-30 23:00:00+00:00
4,17161946,467470,0x5ee5bf7ae06d1be5997a1a72006fe6c607ec6de80e220700,29443.72372267,,1682895059,Wrapped BTC,Aave v3,Aave,2023-04-30 22:00:00+00:00
5,17161938,467470,0x0b925ed163218f6662a35e0f0371ac234f9e93710e220700,2123.72455904,,1682894963,Wrapped liquid staked Ether 2.0,Aave v3,Aave,2023-04-30 22:00:00+00:00
6,17161936,467470,0x977b6fc5de62598b08c85ac8cf2b745874e8b78c0e220700,1945.9245617,,1682894939,Coinbase Wrapped Staked ETH,Aave v3,Aave,2023-04-30 22:00:00+00:00
7,17161927,467470,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c0e220700,1.00003367,,1682894831,USD Coin,Aave v3,Aave,2023-04-30 22:00:00+00:00
8,17161902,467470,0x23878914efe38d27c4d67ab83ed1b93a74d4086a0e220700,1.00040591,,1682894531,Tether USD,Aave v3,Aave,2023-04-30 22:00:00+00:00
9,17161883,467470,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e80e220700,1895.7611,,1682894303,Wrapped Ether,Aave v3,Aave,2023-04-30 22:00:00+00:00
10,17161690,467469,0x018008bfb33d285247a21d44e50697654f754e630d220700,0.99985,,1682891975,Dai Stablecoin,Aave v3,Aave,2023-04-30 21:00:00+00:00
11,17161674,467469,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e80d220700,1895.7611,,1682891783,Wrapped Ether,Aave v3,Aave,2023-04-30 21:00:00+00:00
12,17161650,467469,0xa700b4eb416be35b2911fd5dee80678ff64ff6c90d220700,70.97356084,,1682891495,Aave Token,Aave v3,Aave,2023-04-30 21:00:00+00:00
13,17161523,467469,0x0b925ed163218f6662a35e0f0371ac234f9e93710d220700,2120.63207795,,1682889935,Wrapped liquid staked Ether 2.0,Aave v3,Aave,2023-04-30 21:00:00+00:00
14,17161480,467469,0x9a44fd41566876a39655f74971a3a6ea0a17a4540d220700,2.04066054,,1682889419,Lido DAO Token,Aave v3,Aave,2023-04-30 21:00:00+00:00
15,17161476,467469,0xf6d2224916ddfbbab6e6bd0d1b7034f4ae0cab180d220700,5.446,,1682889371,Uniswap,Aave v3,Aave,2023-04-30 21:00:00+00:00
16,17161474,467469,0x2516e7b3f76294e03c42aa4c5b5b4dce9c436fb80d220700,6.11026171,,1682889347,Balancer,Aave v3,Aave,2023-04-30 21:00:00+00:00
17,17161471,467469,0xc7b4c17861357b8abb91f25581e7263e08dcb59c0d220700,2.459,,1682889311,Synthetix Network Token,Aave v3,Aave,2023-04-30 21:00:00+00:00
18,17161468,467469,0x8a458a9dc9048e005d22849f470891b8402966190d220700,699.0,,1682889275,Maker,Aave v3,Aave,2023-04-30 21:00:00+00:00
19,17161464,467469,0x7b95ec873268a6bfc6427e7a28e396db9d0ebc650d220700,0.91973258,,1682889227,Curve DAO Token,Aave v3,Aave,2023-04-30 21:00:00+00:00
20,17161461,467469,0x3fe6a295459fae07df8a0cecc36f37160fe86aa90d220700,1.0128724,,1682889191,LUSD Stablecoin,Aave v3,Aave,2023-04-30 21:00:00+00:00
21,17161457,467469,0xcc9ee9483f662091a1de4795249e24ac0ac2630f0d220700,2035.47298043,,1682889143,Rocket Pool ETH,Aave v3,Aave,2023-04-30 21:00:00+00:00
22,17161454,467469,0x23878914efe38d27c4d67ab83ed1b93a74d4086a0d220700,1.00040591,,1682889107,Tether USD,Aave v3,Aave,2023-04-30 21:00:00+00:00
23,17161450,467469,0x977b6fc5de62598b08c85ac8cf2b745874e8b78c0d220700,1957.0512,,1682889059,Coinbase Wrapped Staked ETH,Aave v3,Aave,2023-04-30 21:00:00+00:00
24,17161443,467469,0x5e8c8a7243651db1384c0ddfdbe39761e8e7e51a0d220700,7.14113315,,1682888975,ChainLink Token,Aave v3,Aave,2023-04-30 21:00:00+00:00
25,17161436,467469,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c0d220700,1.00003367,,1682888891,USD Coin,Aave v3,Aave,2023-04-30 21:00:00+00:00
26,17161433,467469,0x5ee5bf7ae06d1be5997a1a72006fe6c607ec6de80d220700,29633.86014605,,1682888855,Wrapped BTC,Aave v3,Aave,2023-04-30 21:00:00+00:00
27,17161320,467468,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e80c220700,1893.96477,,1682887499,Wrapped Ether,Aave v3,Aave,2023-04-30 20:00:00+00:00
28,17161313,467468,0x23878914efe38d27c4d67ab83ed1b93a74d4086a0c220700,1.00040591,,1682887403,Tether USD,Aave v3,Aave,2023-04-30 20:00:00+00:00
29,17161206,467468,0x018008bfb33d285247a21d44e50697654f754e630c220700,0.99988478,,1682886107,Dai Stablecoin,Aave v3,Aave,2023-04-30 20:00:00+00:00
30,17161033,467467,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e80b220700,1900.95145,,1682883995,Wrapped Ether,Aave v3,Aave,2023-04-30 19:00:00+00:00
31,17160955,467467,0x23878914efe38d27c4d67ab83ed1b93a74d4086a0b220700,1.00040591,,1682883059,Tether USD,Aave v3,Aave,2023-04-30 19:00:00+00:00
32,17160936,467467,0x5e8c8a7243651db1384c0ddfdbe39761e8e7e51a0b220700,7.14113315,,1682882819,ChainLink Token,Aave v3,Aave,2023-04-30 19:00:00+00:00
33,17160922,467467,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c0b220700,1.00003367,,1682882651,USD Coin,Aave v3,Aave,2023-04-30 19:00:00+00:00
34,17160825,467467,0x018008bfb33d285247a21d44e50697654f754e630b220700,1.00004,,1682881475,Dai Stablecoin,Aave v3,Aave,2023-04-30 19:00:00+00:00
35,17160798,467466,0x5ee5bf7ae06d1be5997a1a72006fe6c607ec6de80a220700,29633.86014605,,1682881127,Wrapped BTC,Aave v3,Aave,2023-04-30 18:00:00+00:00
36,17160636,467466,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e80a220700,1923.4966,,1682879171,Wrapped Ether,Aave v3,Aave,2023-04-30 18:00:00+00:00
37,17160513,467466,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c0a220700,1.00003367,,1682877695,USD Coin,Aave v3,Aave,2023-04-30 18:00:00+00:00
38,17160427,467465,0x5ee5bf7ae06d1be5997a1a72006fe6c607ec6de809220700,29748.20221075,,1682876627,Wrapped BTC,Aave v3,Aave,2023-04-30 17:00:00+00:00
39,17160395,467465,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c09220700,1.00003367,,1682876231,USD Coin,Aave v3,Aave,2023-04-30 17:00:00+00:00
40,17160392,467465,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e809220700,1926.26,,1682876195,Wrapped Ether,Aave v3,Aave,2023-04-30 17:00:00+00:00
41,17160382,467465,0x018008bfb33d285247a21d44e50697654f754e6309220700,0.99992,,1682876075,Dai Stablecoin,Aave v3,Aave,2023-04-30 17:00:00+00:00
42,17160359,467465,0x5e8c8a7243651db1384c0ddfdbe39761e8e7e51a09220700,7.2669,,1682875787,ChainLink Token,Aave v3,Aave,2023-04-30 17:00:00+00:00
43,17160171,467464,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e808220700,1921.243363,,1682873507,Wrapped Ether,Aave v3,Aave,2023-04-30 16:00:00+00:00
44,17160010,467464,0x5ee5bf7ae06d1be5997a1a72006fe6c607ec6de808220700,29728.33960944,,1682871563,Wrapped BTC,Aave v3,Aave,2023-04-30 16:00:00+00:00
45,17160001,467464,0x0b925ed163218f6662a35e0f0371ac234f9e937108220700,2165.44140115,,1682871455,Wrapped liquid staked Ether 2.0,Aave v3,Aave,2023-04-30 16:00:00+00:00
46,17159974,467464,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c08220700,1.00003367,,1682871131,USD Coin,Aave v3,Aave,2023-04-30 16:00:00+00:00
47,17159971,467464,0x23878914efe38d27c4d67ab83ed1b93a74d4086a08220700,1.00040591,,1682871095,Tether USD,Aave v3,Aave,2023-04-30 16:00:00+00:00
48,17159801,467463,0x23878914efe38d27c4d67ab83ed1b93a74d4086a07220700,1.00040591,,1682869055,Tether USD,Aave v3,Aave,2023-04-30 15:00:00+00:00
49,17159731,467463,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c07220700,1.00003367,,1682868203,USD Coin,Aave v3,Aave,2023-04-30 15:00:00+00:00
50,17159699,467463,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e807220700,1918.357914,,1682867819,Wrapped Ether,Aave v3,Aave,2023-04-30 15:00:00+00:00
51,17159687,467463,0x5ee5bf7ae06d1be5997a1a72006fe6c607ec6de807220700,29587.92632898,,1682867663,Wrapped BTC,Aave v3,Aave,2023-04-30 15:00:00+00:00
52,17159614,467462,0x018008bfb33d285247a21d44e50697654f754e6306220700,0.99983,,1682866787,Dai Stablecoin,Aave v3,Aave,2023-04-30 14:00:00+00:00
53,17159597,467462,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c06220700,1.00003367,,1682866583,USD Coin,Aave v3,Aave,2023-04-30 14:00:00+00:00
54,17159596,467462,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e806220700,1908.56906818,,1682866571,Wrapped Ether,Aave v3,Aave,2023-04-30 14:00:00+00:00
55,17159286,467461,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e805220700,1902.12892,,1682862851,Wrapped Ether,Aave v3,Aave,2023-04-30 13:00:00+00:00
56,17159269,467461,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c05220700,1.00003367,,1682862647,USD Coin,Aave v3,Aave,2023-04-30 13:00:00+00:00
57,17158996,467460,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c04220700,1.00003367,,1682859347,USD Coin,Aave v3,Aave,2023-04-30 12:00:00+00:00
58,17158893,467460,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e804220700,1901.46517535,,1682858063,Wrapped Ether,Aave v3,Aave,2023-04-30 12:00:00+00:00
59,17158623,467459,0x5ee5bf7ae06d1be5997a1a72006fe6c607ec6de803220700,29240.56507362,,1682854823,Wrapped BTC,Aave v3,Aave,2023-04-30 11:00:00+00:00
60,17158592,467459,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e803220700,1904.31643085,,1682854451,Wrapped Ether,Aave v3,Aave,2023-04-30 11:00:00+00:00
61,17158492,467459,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c03220700,1.00003367,,1682853215,USD Coin,Aave v3,Aave,2023-04-30 11:00:00+00:00
62,17158469,467459,0x0b925ed163218f6662a35e0f0371ac234f9e937103220700,2131.78718796,,1682852939,Wrapped liquid staked Ether 2.0,Aave v3,Aave,2023-04-30 11:00:00+00:00
63,17158418,467458,0x23878914efe38d27c4d67ab83ed1b93a74d4086a02220700,1.0009412,,1682852315,Tether USD,Aave v3,Aave,2023-04-30 10:00:00+00:00
64,17158394,467458,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e802220700,1905.6,,1682852027,Wrapped Ether,Aave v3,Aave,2023-04-30 10:00:00+00:00
65,17158364,467458,0x0b925ed163218f6662a35e0f0371ac234f9e937102220700,2133.22407956,,1682851655,Wrapped liquid staked Ether 2.0,Aave v3,Aave,2023-04-30 10:00:00+00:00
66,17158227,467458,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c02220700,1.00003367,,1682849987,USD Coin,Aave v3,Aave,2023-04-30 10:00:00+00:00
67,17158206,467458,0x5ee5bf7ae06d1be5997a1a72006fe6c607ec6de802220700,29284.23188927,,1682849735,Wrapped BTC,Aave v3,Aave,2023-04-30 10:00:00+00:00
68,17158186,467458,0x977b6fc5de62598b08c85ac8cf2b745874e8b78c02220700,1957.0512,,1682849495,Coinbase Wrapped Staked ETH,Aave v3,Aave,2023-04-30 10:00:00+00:00
