,blockNumber,timestamp_hours,id,inputTokenPriceUSD,outputTokenPriceUSD,snapshot_timestamp,reserve_name,protocol_name,protocol,datetime
0,20866915,479927,0x7b95ec873268a6bfc6427e7a28e396db9d0ebc65b7520700,0.27847349,,1727740763,Curve DAO Token,Aave v3,Aave,2024-09-30 23:00:00+00:00
1,20866913,479927,0xbdfa7b7893081b35fb54027489e2bc7a38275129b7520700,2720.2215572,,1727740739,,Aave v3,Aave,2024-09-30 23:00:00+00:00
2,20866913,479927,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e8b7520700,2592.59640356,,1727740739,Wrapped Ether,Aave v3,Aave,2024-09-30 23:00:00+00:00
3,20866913,479927,0x23878914efe38d27c4d67ab83ed1b93a74d4086ab7520700,0.99997791,,1727740739,Tether USD,Aave v3,Aave,2024-09-30 23:00:00+00:00
4,20866913,479927,0x018008bfb33d285247a21d44e50697654f754e63b7520700,0.99962141,,1727740739,Dai Stablecoin,Aave v3,Aave,2024-09-30 23:00:00+00:00
5,20866911,479927,0x2516e7b3f76294e03c42aa4c5b5b4dce9c436fb8b7520700,2.17224,,1727740715,Balancer,Aave v3,Aave,2024-09-30 23:00:00+00:00
6,20866889,479927,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5cb7520700,0.99992955,,1727740451,USD Coin,Aave v3,Aave,2024-09-30 23:00:00+00:00
7,20866881,479927,0xb76cf92076adbf1d9c39294fa8e7a67579fde357b7520700,11.17594156,,1727740355,Rocket Pool Protocol,Aave v3,Aave,2024-09-30 23:00:00+00:00
8,20866875,479927,0x00907f9921424583e7ffbfedf84f92b7b2be4977b7520700,1.0,,1727740283,Gho Token,Aave v3,Aave,2024-09-30 23:00:00+00:00
9,20866856,479927,0x0b925ed163218f6662a35e0f0371ac234f9e9371b7520700,3060.34907615,,1727740055,Wrapped liquid staked Ether 2.0,Aave v3,Aave,2024-09-30 23:00:00+00:00
10,20866844,479927,0x5ee5bf7ae06d1be5997a1a72006fe6c607ec6de8b7520700,62949.06294873,,1727739911,Wrapped BTC,Aave v3,Aave,2024-09-30 23:00:00+00:00
11,20866838,479927,0x5e8c8a7243651db1384c0ddfdbe39761e8e7e51ab7520700,11.867467,,1727739839,ChainLink Token,Aave v3,Aave,2024-09-30 23:00:00+00:00
12,20866835,479927,0x5c647ce0ae10658ec44fa4e11a51c96e94efd1ddb7520700,63071.91,,1727739803,,Aave v3,Aave,2024-09-30 23:00:00+00:00
13,20866782,479927,0x4c612e3b15b96ff9a6faed838f8d07d479a8dd4cb7520700,1.11053394,,1727739167,Savings Dai,Aave v3,Aave,2024-09-30 23:00:00+00:00
14,20866749,479927,0xa700b4eb416be35b2911fd5dee80678ff64ff6c9b7520700,156.7424,,1727738759,Aave Token,Aave v3,Aave,2024-09-30 23:00:00+00:00
15,20866632,479927,0x71aef7b30728b9bb371578f36c5a1f1502a5723eb7520700,0.28106825,,1727737355,1INCH Token,Aave v3,Aave,2024-09-30 23:00:00+00:00
16,20866619,479926,0x5ee5bf7ae06d1be5997a1a72006fe6c607ec6de8b6520700,63597.88300992,,1727737199,Wrapped BTC,Aave v3,Aave,2024-09-30 22:00:00+00:00
17,20866616,479926,0x23878914efe38d27c4d67ab83ed1b93a74d4086ab6520700,0.99997791,,1727737163,Tether USD,Aave v3,Aave,2024-09-30 22:00:00+00:00
18,20866606,479926,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e8b6520700,2608.21930486,,1727737043,Wrapped Ether,Aave v3,Aave,2024-09-30 22:00:00+00:00
19,20866603,479926,0x00907f9921424583e7ffbfedf84f92b7b2be4977b6520700,1.0,,1727737007,Gho Token,Aave v3,Aave,2024-09-30 22:00:00+00:00
20,20866575,479926,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5cb6520700,0.99992955,,1727736671,USD Coin,Aave v3,Aave,2024-09-30 22:00:00+00:00
21,20866564,479926,0xb82fa9f31612989525992fcfbb09ab22eff5c85ab6520700,0.99893824,,1727736539,Curve.Fi USD Stablecoin,Aave v3,Aave,2024-09-30 22:00:00+00:00
22,20866525,479926,0x2516e7b3f76294e03c42aa4c5b5b4dce9c436fb8b6520700,2.17224,,1727736071,Balancer,Aave v3,Aave,2024-09-30 22:00:00+00:00
23,20866503,479926,0x7b95ec873268a6bfc6427e7a28e396db9d0ebc65b6520700,0.29129,,1727735807,Curve DAO Token,Aave v3,Aave,2024-09-30 22:00:00+00:00
