,blockNumber,timestamp_hours,id,inputTokenPriceUSD,outputTokenPriceUSD,snapshot_timestamp,reserve_name,protocol_name,protocol,datetime
0,16530243,465335,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5cb7190700,1.0002872,,1675209551,USD Coin,Aave v3,Aave,2023-01-31 23:00:00+00:00
1,16530236,465335,0x5ee5bf7ae06d1be5997a1a72006fe6c607ec6de8b7190700,23121.10874944,,1675209467,Wrapped BTC,Aave v3,Aave,2023-01-31 23:00:00+00:00
2,16530211,465335,0x5e8c8a7243651db1384c0ddfdbe39761e8e7e51ab7190700,6.96585374,,1675209167,ChainLink Token,Aave v3,Aave,2023-01-31 23:00:00+00:00
3,16530171,465335,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e8b7190700,1585.19792,,1675208687,Wrapped Ether,Aave v3,Aave,2023-01-31 23:00:00+00:00
4,16529865,465334,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5cb6190700,1.0002872,,1675205003,USD Coin,Aave v3,Aave,2023-01-31 22:00:00+00:00
5,16529858,465334,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e8b6190700,1575.325,,1675204919,Wrapped Ether,Aave v3,Aave,2023-01-31 22:00:00+00:00
6,16529547,465333,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5cb5190700,1.0002872,,1675201115,USD Coin,Aave v3,Aave,2023-01-31 21:00:00+00:00
7,16529528,465333,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e8b5190700,1573.70022,,1675200887,Wrapped Ether,Aave v3,Aave,2023-01-31 21:00:00+00:00
8,16529407,465333,0x0b925ed163218f6662a35e0f0371ac234f9e9371b5190700,1755.2153722,,1675199423,Wrapped liquid staked Ether 2.0,Aave v3,Aave,2023-01-31 21:00:00+00:00
9,16529345,465332,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5cb4190700,1.0002872,,1675198679,USD Coin,Aave v3,Aave,2023-01-31 20:00:00+00:00
10,16529329,465332,0x018008bfb33d285247a21d44e50697654f754e63b4190700,1.00104427,,1675198487,Dai Stablecoin,Aave v3,Aave,2023-01-31 20:00:00+00:00
