,blockNumber,timestamp_hours,id,inputTokenPriceUSD,outputTokenPriceUSD,snapshot_timestamp,reserve_name,protocol_name,protocol,datetime
0,20429971,478463,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e8ff4c0700,3232.46657464,,1722470387,Wrapped Ether,Aave v3,Aave,2024-07-31 23:00:00+00:00
1,20429971,478463,0x018008bfb33d285247a21d44e50697654f754e63ff4c0700,0.99989587,,1722470387,Dai Stablecoin,Aave v3,Aave,2024-07-31 23:00:00+00:00
2,20429967,478463,0x23878914efe38d27c4d67ab83ed1b93a74d4086aff4c0700,0.99957112,,1722470327,Tether USD,Aave v3,Aave,2024-07-31 23:00:00+00:00
3,20429870,478463,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5cff4c0700,0.9999029,,1722469163,USD Coin,Aave v3,Aave,2024-07-31 23:00:00+00:00
4,20429854,478463,0x927709711794f3de5ddbf1d176bee2d55ba13c21ff4c0700,3317.12306902,,1722468971,,Aave v3,Aave,2024-07-31 23:00:00+00:00
5,20429775,478463,0xa700b4eb416be35b2911fd5dee80678ff64ff6c9ff4c0700,107.55571,,1722468023,Aave Token,Aave v3,Aave,2024-07-31 23:00:00+00:00
6,20429727,478463,0x0b925ed163218f6662a35e0f0371ac234f9e9371ff4c0700,3808.83661892,,1722467447,Wrapped liquid staked Ether 2.0,Aave v3,Aave,2024-07-31 23:00:00+00:00
7,20429726,478463,0x5ee5bf7ae06d1be5997a1a72006fe6c607ec6de8ff4c0700,65022.69896672,,1722467435,Wrapped BTC,Aave v3,Aave,2024-07-31 23:00:00+00:00
8,20429668,478462,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5cfe4c0700,0.9999029,,1722466739,USD Coin,Aave v3,Aave,2024-07-31 22:00:00+00:00
9,20429665,478462,0x23878914efe38d27c4d67ab83ed1b93a74d4086afe4c0700,0.99957112,,1722466703,Tether USD,Aave v3,Aave,2024-07-31 22:00:00+00:00
