,blockNumber,timestamp_hours,id,inputTokenPriceUSD,outputTokenPriceUSD,snapshot_timestamp,reserve_name,protocol_name,protocol,datetime
0,18251943,471143,0x23878914efe38d27c4d67ab83ed1b93a74d4086a67300700,1.0002,,1696118147,Tether USD,Aave v3,Aave,2023-09-30 23:00:00+00:00
1,18251920,471143,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e867300700,1675.02,,1696117871,Wrapped Ether,Aave v3,Aave,2023-09-30 23:00:00+00:00
2,18251856,471143,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c67300700,1.00014969,,1696117103,USD Coin,Aave v3,Aave,2023-09-30 23:00:00+00:00
3,18251808,471143,0x0b925ed163218f6662a35e0f0371ac234f9e937167300700,1911.81227931,,1696116527,Wrapped liquid staked Ether 2.0,Aave v3,Aave,2023-09-30 23:00:00+00:00
4,18251638,471142,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c66300700,1.00014969,,1696114487,USD Coin,Aave v3,Aave,2023-09-30 22:00:00+00:00
5,18251540,471142,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e866300700,1674.58336743,,1696113311,Wrapped Ether,Aave v3,Aave,2023-09-30 22:00:00+00:00
6,18251424,471142,0x5ee5bf7ae06d1be5997a1a72006fe6c607ec6de866300700,27024.1151021,,1696111919,Wrapped BTC,Aave v3,Aave,2023-09-30 22:00:00+00:00
7,18251396,471142,0x0b925ed163218f6662a35e0f0371ac234f9e937166300700,1911.31392138,,1696111571,Wrapped liquid staked Ether 2.0,Aave v3,Aave,2023-09-30 22:00:00+00:00
8,18251355,471141,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e865300700,1674.58336743,,1696111079,Wrapped Ether,Aave v3,Aave,2023-09-30 21:00:00+00:00
9,18251335,471141,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c65300700,1.00014969,,1696110839,USD Coin,Aave v3,Aave,2023-09-30 21:00:00+00:00
