,blockNumber,timestamp_hours,id,inputTokenPriceUSD,outputTokenPriceUSD,snapshot_timestamp,reserve_name,protocol_name,protocol,datetime
0,19993244,476999,0x23878914efe38d27c4d67ab83ed1b93a74d4086a47470700,0.99948666,,1717199939,Tether USD,Aave v3,Aave,2024-05-31 23:00:00+00:00
1,19993232,476999,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e847470700,3762.17,,1717199795,Wrapped Ether,Aave v3,Aave,2024-05-31 23:00:00+00:00
2,19993224,476999,0x5e8c8a7243651db1384c0ddfdbe39761e8e7e51a47470700,18.39828116,,1717199699,ChainLink Token,Aave v3,Aave,2024-05-31 23:00:00+00:00
3,19993223,476999,0x5ee5bf7ae06d1be5997a1a72006fe6c607ec6de847470700,67205.91491862,,1717199687,Wrapped BTC,Aave v3,Aave,2024-05-31 23:00:00+00:00
4,19993195,476999,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c47470700,0.99998055,,1717199351,USD Coin,Aave v3,Aave,2024-05-31 23:00:00+00:00
5,19993111,476999,0x00907f9921424583e7ffbfedf84f92b7b2be497747470700,1.0,,1717198343,Gho Token,Aave v3,Aave,2024-05-31 23:00:00+00:00
6,19993087,476999,0x0b925ed163218f6662a35e0f0371ac234f9e937147470700,4379.19926708,,1717198055,Wrapped liquid staked Ether 2.0,Aave v3,Aave,2024-05-31 23:00:00+00:00
7,19993031,476999,0x2516e7b3f76294e03c42aa4c5b5b4dce9c436fb847470700,4.03147247,,1717197371,Balancer,Aave v3,Aave,2024-05-31 23:00:00+00:00
8,19993029,476999,0x018008bfb33d285247a21d44e50697654f754e6347470700,0.99997012,,1717197347,Dai Stablecoin,Aave v3,Aave,2024-05-31 23:00:00+00:00
9,19992995,476999,0xf6d2224916ddfbbab6e6bd0d1b7034f4ae0cab1847470700,10.07364,,1717196939,Uniswap,Aave v3,Aave,2024-05-31 23:00:00+00:00
10,19992948,476998,0x23878914efe38d27c4d67ab83ed1b93a74d4086a46470700,0.99948666,,1717196375,Tether USD,Aave v3,Aave,2024-05-31 22:00:00+00:00
