,blockNumber,timestamp_hours,id,inputTokenPriceUSD,outputTokenPriceUSD,snapshot_timestamp,reserve_name,protocol_name,protocol,datetime
0,18687843,472607,0x5e8c8a7243651db1384c0ddfdbe39761e8e7e51a1f360700,14.32965596,,1701388715,ChainLink Token,Aave v3,Aave,2023-11-30 23:00:00+00:00
1,18687756,472607,0x018008bfb33d285247a21d44e50697654f754e631f360700,0.9999,,1701387659,Dai Stablecoin,Aave v3,Aave,2023-11-30 23:00:00+00:00
2,18687734,472607,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e81f360700,2045.36,,1701387395,Wrapped Ether,Aave v3,Aave,2023-11-30 23:00:00+00:00
3,18687730,472607,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c1f360700,0.99995132,,1701387347,USD Coin,Aave v3,Aave,2023-11-30 23:00:00+00:00
4,18687662,472607,0xc7b4c17861357b8abb91f25581e7263e08dcb59c1f360700,3.31116555,,1701386531,Synthetix Network Token,Aave v3,Aave,2023-11-30 23:00:00+00:00
5,18687657,472607,0x00907f9921424583e7ffbfedf84f92b7b2be49771f360700,1.0,,1701386471,Gho Token,Aave v3,Aave,2023-11-30 23:00:00+00:00
6,18687589,472607,0x23878914efe38d27c4d67ab83ed1b93a74d4086a1f360700,1.000224,,1701385643,Tether USD,Aave v3,Aave,2023-11-30 23:00:00+00:00
7,18687548,472606,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c1e360700,0.99995132,,1701385151,USD Coin,Aave v3,Aave,2023-11-30 22:00:00+00:00
8,18687548,472606,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e81e360700,2045.36,,1701385151,Wrapped Ether,Aave v3,Aave,2023-11-30 22:00:00+00:00
9,18687548,472606,0x018008bfb33d285247a21d44e50697654f754e631e360700,0.9999,,1701385151,Dai Stablecoin,Aave v3,Aave,2023-11-30 22:00:00+00:00
10,18687492,472606,0x00907f9921424583e7ffbfedf84f92b7b2be49771e360700,1.0,,1701384467,Gho Token,Aave v3,Aave,2023-11-30 22:00:00+00:00
11,18687290,472606,0x23878914efe38d27c4d67ab83ed1b93a74d4086a1e360700,1.000224,,1701382031,Tether USD,Aave v3,Aave,2023-11-30 22:00:00+00:00
12,18687283,472606,0x5ee5bf7ae06d1be5997a1a72006fe6c607ec6de81e360700,37720.68425433,,1701381947,Wrapped BTC,Aave v3,Aave,2023-11-30 22:00:00+00:00
13,18687217,472605,0x23878914efe38d27c4d67ab83ed1b93a74d4086a1d360700,1.000224,,1701381155,Tether USD,Aave v3,Aave,2023-11-30 21:00:00+00:00
14,18687182,472605,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e81d360700,2044.505954,,1701380735,Wrapped Ether,Aave v3,Aave,2023-11-30 21:00:00+00:00
15,18687154,472605,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c1d360700,0.99995132,,1701380399,USD Coin,Aave v3,Aave,2023-11-30 21:00:00+00:00
16,18687147,472605,0x5ee5bf7ae06d1be5997a1a72006fe6c607ec6de81d360700,37689.91512716,,1701380315,Wrapped BTC,Aave v3,Aave,2023-11-30 21:00:00+00:00
17,18686920,472604,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c1c360700,0.99995132,,1701377579,USD Coin,Aave v3,Aave,2023-11-30 20:00:00+00:00
18,18686913,472604,0x23878914efe38d27c4d67ab83ed1b93a74d4086a1c360700,1.000224,,1701377495,Tether USD,Aave v3,Aave,2023-11-30 20:00:00+00:00
19,18686883,472604,0xcc9ee9483f662091a1de4795249e24ac0ac2630f1c360700,2229.20680904,,1701377135,Rocket Pool ETH,Aave v3,Aave,2023-11-30 20:00:00+00:00
20,18686783,472604,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e81c360700,2043.27755269,,1701375911,Wrapped Ether,Aave v3,Aave,2023-11-30 20:00:00+00:00
21,18686768,472604,0x0b925ed163218f6662a35e0f0371ac234f9e93711c360700,2346.56878238,,1701375731,Wrapped liquid staked Ether 2.0,Aave v3,Aave,2023-11-30 20:00:00+00:00
22,18686685,472604,0xb76cf92076adbf1d9c39294fa8e7a67579fde3571c360700,27.10885632,,1701374735,Rocket Pool Protocol,Aave v3,Aave,2023-11-30 20:00:00+00:00
23,18686639,472603,0x018008bfb33d285247a21d44e50697654f754e631b360700,0.9999491,,1701374183,Dai Stablecoin,Aave v3,Aave,2023-11-30 19:00:00+00:00
24,18686576,472603,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c1b360700,0.99995132,,1701373415,USD Coin,Aave v3,Aave,2023-11-30 19:00:00+00:00
