,blockNumber,timestamp_hours,id,inputTokenPriceUSD,outputTokenPriceUSD,snapshot_timestamp,reserve_name,protocol_name,protocol,datetime
0,16950598,466751,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e83f1f0700,1822.13,,1680307151,Wrapped Ether,Aave v3,Aave,2023-03-31 23:00:00+00:00
1,16950596,466751,0x23878914efe38d27c4d67ab83ed1b93a74d4086a3f1f0700,1.000334,,1680307127,Tether USD,Aave v3,Aave,2023-03-31 23:00:00+00:00
2,16950544,466751,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c3f1f0700,0.999852,,1680306479,USD Coin,Aave v3,Aave,2023-03-31 23:00:00+00:00
3,16950536,466751,0x018008bfb33d285247a21d44e50697654f754e633f1f0700,0.99979999,,1680306383,Dai Stablecoin,Aave v3,Aave,2023-03-31 23:00:00+00:00
4,16950471,466751,0xcc9ee9483f662091a1de4795249e24ac0ac2630f3f1f0700,1945.84534719,,1680305579,Rocket Pool ETH,Aave v3,Aave,2023-03-31 23:00:00+00:00
5,16950425,466751,0x0b925ed163218f6662a35e0f0371ac234f9e93713f1f0700,2034.09169036,,1680305015,Wrapped liquid staked Ether 2.0,Aave v3,Aave,2023-03-31 23:00:00+00:00
6,16950197,466750,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e83e1f0700,1825.9011,,1680302255,Wrapped Ether,Aave v3,Aave,2023-03-31 22:00:00+00:00
7,16950182,466750,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c3e1f0700,0.999852,,1680302075,USD Coin,Aave v3,Aave,2023-03-31 22:00:00+00:00
8,16950109,466750,0x0b925ed163218f6662a35e0f0371ac234f9e93713e1f0700,2031.91177384,,1680301199,Wrapped liquid staked Ether 2.0,Aave v3,Aave,2023-03-31 22:00:00+00:00
9,16950102,466750,0x977b6fc5de62598b08c85ac8cf2b745874e8b78c3e1f0700,1849.86533104,,1680301115,Coinbase Wrapped Staked ETH,Aave v3,Aave,2023-03-31 22:00:00+00:00
10,16949989,466749,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e83d1f0700,1825.9011,,1680299759,Wrapped Ether,Aave v3,Aave,2023-03-31 21:00:00+00:00
11,16949972,466749,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c3d1f0700,0.999852,,1680299555,USD Coin,Aave v3,Aave,2023-03-31 21:00:00+00:00
12,16949906,466749,0x018008bfb33d285247a21d44e50697654f754e633d1f0700,0.99981372,,1680298763,Dai Stablecoin,Aave v3,Aave,2023-03-31 21:00:00+00:00
13,16949897,466749,0x5e8c8a7243651db1384c0ddfdbe39761e8e7e51a3d1f0700,7.629,,1680298655,ChainLink Token,Aave v3,Aave,2023-03-31 21:00:00+00:00
14,16949701,466748,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c3c1f0700,0.999852,,1680296303,USD Coin,Aave v3,Aave,2023-03-31 20:00:00+00:00
15,16949637,466748,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e83c1f0700,1820.36488479,,1680295535,Wrapped Ether,Aave v3,Aave,2023-03-31 20:00:00+00:00
16,16949618,466748,0x0b925ed163218f6662a35e0f0371ac234f9e93713c1f0700,2025.75092489,,1680295283,Wrapped liquid staked Ether 2.0,Aave v3,Aave,2023-03-31 20:00:00+00:00
17,16949592,466748,0x5e8c8a7243651db1384c0ddfdbe39761e8e7e51a3c1f0700,7.6329,,1680294923,ChainLink Token,Aave v3,Aave,2023-03-31 20:00:00+00:00
18,16949470,466748,0x018008bfb33d285247a21d44e50697654f754e633c1f0700,0.99976009,,1680293447,Dai Stablecoin,Aave v3,Aave,2023-03-31 20:00:00+00:00
19,16949395,466747,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e83b1f0700,1830.0451,,1680292535,Wrapped Ether,Aave v3,Aave,2023-03-31 19:00:00+00:00
20,16949373,466747,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c3b1f0700,0.999852,,1680292271,USD Coin,Aave v3,Aave,2023-03-31 19:00:00+00:00
21,16949285,466747,0x23878914efe38d27c4d67ab83ed1b93a74d4086a3b1f0700,1.000334,,1680291215,Tether USD,Aave v3,Aave,2023-03-31 19:00:00+00:00
22,16949207,466747,0x018008bfb33d285247a21d44e50697654f754e633b1f0700,0.9996,,1680290267,Dai Stablecoin,Aave v3,Aave,2023-03-31 19:00:00+00:00
23,16949199,466747,0x5ee5bf7ae06d1be5997a1a72006fe6c607ec6de83b1f0700,28388.51493534,,1680290171,Wrapped BTC,Aave v3,Aave,2023-03-31 19:00:00+00:00
24,16949081,466746,0x977b6fc5de62598b08c85ac8cf2b745874e8b78c3a1f0700,1846.64248036,,1680288731,Coinbase Wrapped Staked ETH,Aave v3,Aave,2023-03-31 18:00:00+00:00
25,16949068,466746,0x23878914efe38d27c4d67ab83ed1b93a74d4086a3a1f0700,1.000334,,1680288575,Tether USD,Aave v3,Aave,2023-03-31 18:00:00+00:00
26,16949056,466746,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c3a1f0700,0.999852,,1680288431,USD Coin,Aave v3,Aave,2023-03-31 18:00:00+00:00
27,16949049,466746,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e83a1f0700,1822.72,,1680288347,Wrapped Ether,Aave v3,Aave,2023-03-31 18:00:00+00:00
28,16948972,466746,0x0b925ed163218f6662a35e0f0371ac234f9e93713a1f0700,2028.37176034,,1680287423,Wrapped liquid staked Ether 2.0,Aave v3,Aave,2023-03-31 18:00:00+00:00
29,16948886,466746,0x7b95ec873268a6bfc6427e7a28e396db9d0ebc653a1f0700,0.9421,,1680286391,Curve DAO Token,Aave v3,Aave,2023-03-31 18:00:00+00:00
30,16948848,466746,0xa700b4eb416be35b2911fd5dee80678ff64ff6c93a1f0700,73.8489,,1680285935,Aave Token,Aave v3,Aave,2023-03-31 18:00:00+00:00
31,16948837,466746,0x5ee5bf7ae06d1be5997a1a72006fe6c607ec6de83a1f0700,28323.8412866,,1680285803,Wrapped BTC,Aave v3,Aave,2023-03-31 18:00:00+00:00
32,16948816,466745,0x018008bfb33d285247a21d44e50697654f754e63391f0700,0.99978536,,1680285551,Dai Stablecoin,Aave v3,Aave,2023-03-31 17:00:00+00:00
33,16948812,466745,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c391f0700,0.999852,,1680285503,USD Coin,Aave v3,Aave,2023-03-31 17:00:00+00:00
34,16948723,466745,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e8391f0700,1829.49941,,1680284435,Wrapped Ether,Aave v3,Aave,2023-03-31 17:00:00+00:00
35,16948630,466745,0x23878914efe38d27c4d67ab83ed1b93a74d4086a391f0700,1.000334,,1680283307,Tether USD,Aave v3,Aave,2023-03-31 17:00:00+00:00
