,regular_datetime,accruedToTreasury,availableLiquidity,averageStableBorrowRate,liquidityIndex,liquidityRate,priceInEth,priceInUsd,stableBorrowRate,timestamp,totalATokenSupply,totalCurrentVariableDebt,totalLiquidity,totalPrincipalStableDebt,totalScaledVariableDebt,utilizationRate,variableBorrowIndex,variableBorrowRate,reserve_decimals,reserve_name,reserve_pool,true_value
0,2023-03-01 00:00:00+00:00,2.626657586257e-06,10872.638254857786,0.0,1.000000249433429,7.665799251932926e-08,0.0,0.0,0.0901184437151716,1677629159.0,10881.058350194153,8.420097719949174,10881.05688124588,0.0,8.420046389447252,0.00077369,1.0000060943776714,0.0001184437151716,18.0,Coinbase Wrapped Staked ETH,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,1.0
1,2023-03-01 01:00:00+00:00,2.626657586257e-06,10872.638254857786,0.0,1.000000249433429,7.665799251932926e-08,0.0,0.0,0.0901184437151716,1677629159.0,10881.058350194153,8.420097719949174,10881.05688124588,0.0,8.420046389447252,0.00077369,1.0000060943776714,0.0001184437151716,18.0,Coinbase Wrapped Staked ETH,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0.0
2,2023-03-01 02:00:00+00:00,2.626657586257e-06,10872.638254857786,0.0,1.000000249433429,7.665799251932926e-08,0.0,0.0,0.0901184437151716,1677629159.0,10881.058350194153,8.420097719949174,10881.05688124588,0.0,8.420046389447252,0.00077369,1.0000060943776714,0.0001184437151716,18.0,Coinbase Wrapped Staked ETH,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0.0
3,2023-03-01 03:00:00+00:00,2.680904674551e-06,10873.245296757785,0.0,1.00000024946168,7.916769788320126e-08,0.0,0.0,0.0901203669645233,1677639935.0,10881.665392401348,8.420097719949174,10881.66392314588,0.0,8.420046389447252,0.00077365,1.000006137358053,0.0001203669645233,18.0,Coinbase Wrapped Staked ETH,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,1.0
4,2023-03-01 04:00:00+00:00,2.680904674551e-06,10873.244296757784,0.0,1.00000024946168,7.916769788320126e-08,0.0,0.0,0.0901203669645233,1677645887.0,10881.665392401348,8.421098257571707,10881.66392314588,0.0,8.421046383287214,0.00077374,1.000006137358053,0.0001203669645233,18.0,Coinbase Wrapped Staked ETH,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,1.0
5,2023-03-01 05:00:00+00:00,2.680904674551e-06,10873.244296757784,0.0,1.00000024946168,7.916769788320126e-08,0.0,0.0,0.0901203669645233,1677645887.0,10881.665392401348,8.421098257571707,10881.66392314588,0.0,8.421046383287214,0.00077374,1.000006137358053,0.0001203669645233,18.0,Coinbase Wrapped Staked ETH,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0.0
6,2023-03-01 06:00:00+00:00,2.739164889147e-06,11023.244296757784,0.0,1.0000002494920193,7.704771802862737e-08,0.0,0.0,0.0901187444145174,1677652019.0,11031.665392731273,8.421098257571707,11031.66392314588,0.0,8.421046383287214,0.00076322,1.0000061834834666,0.0001187444145174,18.0,Coinbase Wrapped Staked ETH,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,1.0
7,2023-03-01 07:00:00+00:00,2.739164889147e-06,11023.244296757784,0.0,1.0000002494920193,7.704771802862737e-08,0.0,0.0,0.0901187444145174,1677652019.0,11031.665392731273,8.421098257571707,11031.66392314588,0.0,8.421046383287214,0.00076322,1.0000061834834666,0.0001187444145174,18.0,Coinbase Wrapped Staked ETH,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0.0
8,2023-03-01 08:00:00+00:00,2.739164889147e-06,11023.244296757784,0.0,1.0000002494920193,7.704771802862737e-08,0.0,0.0,0.0901187444145174,1677652019.0,11031.665392731273,8.421098257571707,11031.66392314588,0.0,8.421046383287214,0.00076322,1.0000061834834666,0.0001187444145174,18.0,Coinbase Wrapped Staked ETH,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0.0
9,2023-03-01 09:00:00+00:00,2.739164889147e-06,11023.244296757784,0.0,1.0000002494920193,7.704771802862737e-08,0.0,0.0,0.0901187444145174,1677652019.0,11031.665392731273,8.421098257571707,11031.66392314588,0.0,8.421046383287214,0.00076322,1.0000061834834666,0.0001187444145174,18.0,Coinbase Wrapped Staked ETH,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0.0
10,2023-03-01 10:00:00+00:00,2.739164889147e-06,11023.244296757784,0.0,1.0000002494920193,7.704771802862737e-08,0.0,0.0,0.0901187444145174,1677652019.0,11031.665392731273,8.421098257571707,11031.66392314588,0.0,8.421046383287214,0.00076322,1.0000061834834666,0.0001187444145174,18.0,Coinbase Wrapped Staked ETH,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0.0
11,2023-03-01 11:00:00+00:00,2.739164889147e-06,11023.244296757784,0.0,1.0000002494920193,7.704771802862737e-08,0.0,0.0,0.0901187444145174,1677652019.0,11031.665392731273,8.421098257571707,11031.66392314588,0.0,8.421046383287214,0.00076322,1.0000061834834666,0.0001187444145174,18.0,Coinbase Wrapped Staked ETH,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0.0
12,2023-03-01 12:00:00+00:00,2.739164889147e-06,11023.244296757784,0.0,1.0000002494920193,7.704771802862737e-08,0.0,0.0,0.0901187444145174,1677652019.0,11031.665392731273,8.421098257571707,11031.66392314588,0.0,8.421046383287214,0.00076322,1.0000061834834666,0.0001187444145174,18.0,Coinbase Wrapped Staked ETH,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0.0
13,2023-03-01 13:00:00+00:00,2.86236506677e-06,13832.954431345372,0.0,1.0000002495551092,4.894220402882381e-08,0.0,0.0,0.0900946400719619,1677678011.0,13841.37552801653,8.421098257571707,13841.374057733468,0.0,8.421046383287214,0.00060829,1.0000062810170371,9.46400719619402e-05,18.0,Coinbase Wrapped Staked ETH,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,1.0
