,regular_datetime,accruedToTreasury,availableLiquidity,averageStableBorrowRate,liquidityIndex,liquidityRate,priceInEth,priceInUsd,stableBorrowRate,timestamp,totalATokenSupply,totalCurrentVariableDebt,totalLiquidity,totalPrincipalStableDebt,totalScaledVariableDebt,utilizationRate,variableBorrowIndex,variableBorrowRate,reserve_decimals,reserve_name,reserve_pool,true_value
0,2023-02-01 00:00:00+00:00,10.820164374412274,290202.8853485052,0.0,1.0005308877880656,0.0221307158764636,100045196.0,100045196.0,0.0543830002127521,1675210247.0,971477.1384729124,681275.6449507894,971302.4442084084,0.0,680775.9399491049,0.70122294,1.0007480462555345,0.0350640017020175,18.0,Dai Stablecoin,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,1.0
1,2023-02-01 01:00:00+00:00,10.820164374412274,289202.8853485052,0.0,1.0005308877880656,0.0221307158764636,100062487.0,100062487.0,0.0543830002127521,1675215551.0,971477.1384729124,682289.20964464,971302.4442084084,0.0,681775.1865690597,0.70225248,1.0007480462555345,0.0350640017020175,18.0,Dai Stablecoin,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,1.0
2,2023-02-01 02:00:00+00:00,10.820164374412274,289202.8853485052,0.0,1.0005308877880656,0.0221307158764636,100062487.0,100062487.0,0.0543830002127521,1675215551.0,971477.1384729124,682289.20964464,971302.4442084084,0.0,681775.1865690597,0.70225248,1.0007480462555345,0.0350640017020175,18.0,Dai Stablecoin,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0.0
3,2023-02-01 03:00:00+00:00,10.820164374412274,289399.9831058902,0.0,1.000534611901248,0.0221958089285629,99961723.0,99961723.0,0.0543894413369458,1675220951.0,971480.7520432584,682096.214459122,971302.4442084084,0.0,681578.2384854313,0.70204956,1.0007539480545884,0.0351155306955665,18.0,Dai Stablecoin,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,1.0
4,2023-02-01 04:00:00+00:00,10.820164374412274,289399.9831058902,0.0,1.000534611901248,0.0221958089285629,99961723.0,99961723.0,0.0543894413369458,1675220951.0,971480.7520432584,682096.214459122,971302.4442084084,0.0,681578.2384854313,0.70204956,1.0007539480545884,0.0351155306955665,18.0,Dai Stablecoin,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0.0
5,2023-02-01 05:00:00+00:00,10.820164374412274,289399.9831058902,0.0,1.000534611901248,0.0221958089285629,99961723.0,99961723.0,0.0543894413369458,1675220951.0,971480.7520432584,682096.214459122,971302.4442084084,0.0,681578.2384854313,0.70204956,1.0007539480545884,0.0351155306955665,18.0,Dai Stablecoin,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0.0
6,2023-02-01 06:00:00+00:00,10.820164374412274,289399.9831058902,0.0,1.000534611901248,0.0221958089285629,99961723.0,99961723.0,0.0543894413369458,1675220951.0,971480.7520432584,682096.214459122,971302.4442084084,0.0,681578.2384854313,0.70204956,1.0007539480545884,0.0351155306955665,18.0,Dai Stablecoin,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0.0
7,2023-02-01 07:00:00+00:00,10.820164374412274,292226.19319689024,0.0,1.0005500441626165,0.0227067076220319,100013471.0,100013471.0,0.0544396715756551,1675237919.0,971495.7262288108,679282.8962536098,971302.4442084084,0.0,678754.2319413408,0.69913985,1.0007783739815332,0.0355173726052413,18.0,Dai Stablecoin,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,1.0
8,2023-02-01 08:00:00+00:00,10.820164374412274,292226.19319689024,0.0,1.0005500441626165,0.0227067076220319,100013471.0,100013471.0,0.0544396715756551,1675237919.0,971495.7262288108,679282.8962536098,971302.4442084084,0.0,678754.2319413408,0.69913985,1.0007783739815332,0.0355173726052413,18.0,Dai Stablecoin,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0.0
9,2023-02-01 09:00:00+00:00,10.820164374412274,292226.19319689024,0.0,1.0005500441626165,0.0227067076220319,100013471.0,100013471.0,0.0544396715756551,1675237919.0,971495.7262288108,679282.8962536098,971302.4442084084,0.0,678754.2319413408,0.69913985,1.0007783739815332,0.0355173726052413,18.0,Dai Stablecoin,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0.0
